timestamp,session,sap_order_id,city,spi,csv_rate,submit_ms,status,message
2026-08-11T07:46:58.040Z,s1,1154932649,BHARATPUR,1162,627,167,REJECTED_GHOST,Ghost save (attempt 2/3)
2026-08-11T07:46:58.040Z,s1,1154938632,BASICMORE,1163,506,167,REJECTED_GHOST,Ghost save (attempt 2/3)
2026-08-11T07:46:58.413Z,s1,1154937732,TALIBPUR,1162,690,145,REJECTED_GHOST_MAX,SAP kept ghost-saving after 3 attempts — giving up for this window
2026-08-11T07:47:01.982Z,s1,1154937801,NAZIRPUR(MLD),1164,630,217,REJECTED_GHOST_MAX,SAP kept ghost-saving after 3 attempts — giving up for this window
2026-08-11T07:47:01.982Z,s1,1154932649,BHARATPUR,1162,627,217,REJECTED_GHOST_MAX,SAP kept ghost-saving after 3 attempts — giving up for this window
2026-08-11T07:47:01.982Z,s1,1154938632,BASICMORE,1163,506,217,REJECTED_GHOST_MAX,SAP kept ghost-saving after 3 attempts — giving up for this window
2026-08-11T08:16:54.691Z,s1,1154937727,JIBANTI,1164,420,201,REJECTED_GHOST,Ghost save (attempt 1/3)
2026-08-11T08:16:54.691Z,s1,1154941410,KANDI,1162,530,201,REJECTED_GHOST,Ghost save (attempt 1/3)
2026-08-11T08:16:57.848Z,s1,1154937727,JIBANTI,1164,420,158,REJECTED_GHOST,Ghost save (attempt 2/3)
2026-08-11T08:16:57.848Z,s1,1154941410,KANDI,1162,530,158,REJECTED_GHOST,Ghost save (attempt 2/3)
2026-08-11T08:17:00.541Z,s1,1154937727,JIBANTI,1164,420,165,REJECTED_GHOST_MAX,SAP kept ghost-saving after 3 attempts — giving up for this window
2026-08-11T08:17:00.541Z,s1,1154941410,KANDI,1162,530,165,REJECTED_GHOST_MAX,SAP kept ghost-saving after 3 attempts — giving up for this window
2026-08-11T08:17:24.750Z,s1,1154937727,JIBANTI,1164,420,176,REJECTED_GHOST,Ghost save (attempt 1/3)
2026-08-11T08:17:24.750Z,s1,1154941410,KANDI,1162,530,176,REJECTED_GHOST,Ghost save (attempt 1/3)
2026-08-11T08:17:25.925Z,s1,1154937727,JIBANTI,1164,420,169,REJECTED_GHOST,Ghost save (attempt 2/3)
2026-08-11T08:17:25.925Z,s1,1154941410,KANDI,1162,530,169,REJECTED_GHOST,Ghost save (attempt 2/3)
2026-08-11T08:17:27.847Z,s1,1154937727,JIBANTI,1164,420,151,REJECTED_GHOST_MAX,SAP kept ghost-saving after 3 attempts — giving up for this window
2026-08-11T08:17:27.847Z,s1,1154941410,KANDI,1162,530,151,REJECTED_GHOST_MAX,SAP kept ghost-saving after 3 attempts — giving up for this window
